Time Increment, Driver's name, Company Name, CrateID, Crate Value, Status
35,Bill "Big Hauler" Bennett,MartianMovers,93097890,$490.80,UNLOADED AND NO REPLACEMENT,
36,Carl "Caravan Captain" Carr,PostMates Express,62172961,$408.92,UNLOADED AND NO REPLACEMENT,
37,Emily "Express Lane" Ellis,BubbleWrap Express,87165880,$143.26,UNLOADED,
38,Emily "Express Lane" Ellis,BubbleWrap Express,87231746,$359.01,UNLOADED,
39,Emily "Express Lane" Ellis,BubbleWrap Express,26322071,$233.55,UNLOADED,
39,Dennis "Driver Dragon" Davis,DHLuxe Deliveries,41844973,$319.24,UNLOADED AND NO REPLACEMENT,
40,Emily "Express Lane" Ellis,BubbleWrap Express,95655259,$218.47,UNLOADED,
41,Emily "Express Lane" Ellis,BubbleWrap Express,62116562,$358.44,UNLOADED,
42,Emily "Express Lane" Ellis,BubbleWrap Express,30194720,$299.78,UNLOADED AND NO REPLACEMENT,
42,Andrea "Acceleration Ace" Adams,ThunderTruck Express,31800317,$260.92,UNLOADED AND NO REPLACEMENT,
47,Mark "Mud Mover" Morris,StellarDelivery,89784895,$131.02,UNLOADED,
"$3,200.00","$12,863.72","$9,663.72",
0,Melissa "Miles Ahead" Miller,ZippityZoo Shipments,95096663,$220.34,UNLOADED,
1,Melissa "Miles Ahead" Miller,ZippityZoo Shipments,50314541,$343.22,UNLOADED AND NO REPLACEMENT,
9,Emily "Express Lane" Ellis,GnomeGlide Couriers,46482807,$383.16,UNLOADED,
10,Emily "Express Lane" Ellis,GnomeGlide Couriers,17186218,$318.96,UNLOADED,
11,Emily "Express Lane" Ellis,GnomeGlide Couriers,56050524,$217.54,UNLOADED,
12,Emily "Express Lane" Ellis,GnomeGlide Couriers,36240894,$491.53,UNLOADED,
12,Denise "Diesel Duchess" Davis,ZenZebra Deliveries,94154765,$284.78,UNLOADED,
13,Emily "Express Lane" Ellis,GnomeGlide Couriers,62237646,$157.77,UNLOADED,
13,Denise "Diesel Duchess" Davis,ZenZebra Deliveries,39403777,$231.56,UNLOADED,
13,Roger "Rubber Roadster" Reynolds,UPSpeedy Parcel,06480533,$166.91,UNLOADED,
14,Emily "Express Lane" Ellis,GnomeGlide Couriers,80415766,$424.30,UNLOADED AND NO REPLACEMENT,
14,Denise "Diesel Duchess" Davis,ZenZebra Deliveries,50320482,$180.24,UNLOADED,
14,Roger "Rubber Roadster" Reynolds,UPSpeedy Parcel,98435900,$432.77,UNLOADED,
15,Pete "Payload" Patterson,DinoDispatch,64058634,$60.99,UNLOADED AND NO REPLACEMENT,
15,Denise "Diesel Duchess" Davis,ZenZebra Deliveries,20887694,$188.68,UNLOADED,
15,Roger "Rubber Roadster" Reynolds,UPSpeedy Parcel,15320112,$195.16,UNLOADED,
16,Mike "Miles" Mitchell,SwiftShip Express,78829331,$141.61,UNLOADED,
16,Denise "Diesel Duchess" Davis,ZenZebra Deliveries,00118874,$414.88,UNLOADED,
16,Roger "Rubber Roadster" Reynolds,UPSpeedy Parcel,46001814,$325.23,UNLOADED,
17,Mike "Miles" Mitchell,SwiftShip Express,00398056,$443.97,UNLOADED,
17,Denise "Diesel Duchess" Davis,ZenZebra Deliveries,04210845,$349.89,UNLOADED,
17,Roger "Rubber Roadster" Reynolds,UPSpeedy Parcel,26784300,$156.05,UNLOADED,
17,Sarah "Steel Horse" Smith,NinjaNest Express,26959437,$179.69,UNLOADED,
18,Mike "Miles" Mitchell,SwiftShip Express,81782894,$91.14,UNLOADED,
18,Denise "Diesel Duchess" Davis,ZenZebra Deliveries,08588077,$416.72,UNLOADED AND NO REPLACEMENT,
18,Roger "Rubber Roadster" Reynolds,UPSpeedy Parcel,13533593,$261.65,UNLOADED,
18,Sarah "Steel Horse" Smith,NinjaNest Express,24647523,$227.09,UNLOADED,
19,Mike "Miles" Mitchell,SwiftShip Express,96010848,$93.96,UNLOADED,
19,Ray "Roadway Ranger" Rogers,PixieParcel,78010264,$232.91,UNLOADED,
19,Roger "Rubber Roadster" Reynolds,UPSpeedy Parcel,07050139,$147.51,UNLOADED,
19,Sarah "Steel Horse" Smith,NinjaNest Express,91025705,$251.21,UNLOADED,
20,Mike "Miles" Mitchell,SwiftShip Express,34453488,$164.37,UNLOADED,
20,Ray "Roadway Ranger" Rogers,PixieParcel,88335528,$106.93,UNLOADED,
20,Roger "Rubber Roadster" Reynolds,UPSpeedy Parcel,00635186,$281.40,UNLOADED AND NO REPLACEMENT,
20,Sarah "Steel Horse" Smith,NinjaNest Express,74058926,$459.21,UNLOADED,
21,Mike "Miles" Mitchell,SwiftShip Express,91748901,$415.40,UNLOADED,
21,Ray "Roadway Ranger" Rogers,PixieParcel,11330395,$443.16,UNLOADED,
21,Sarah "Steel Horse" Smith,NinjaNest Express,31006760,$296.95,UNLOADED,
22,Mike "Miles" Mitchell,SwiftShip Express,16798601,$193.99,UNLOADED AND NO REPLACEMENT,
22,Ray "Roadway Ranger" Rogers,PixieParcel,82324805,$299.77,UNLOADED,
22,Sarah "Steel Horse" Smith,NinjaNest Express,78169770,$338.42,UNLOADED,
23,Dave "Freight Train" Foster,SecretAgent Shipping,13944936,$198.58,UNLOADED,
23,Ray "Roadway Ranger" Rogers,PixieParcel,86256926,$91.85,UNLOADED,
23,Sarah "Steel Horse" Smith,NinjaNest Express,30751403,$363.13,UNLOADED,
24,Dave "Freight Train" Foster,SecretAgent Shipping,95284234,$452.67,UNLOADED,
24,Ray "Roadway Ranger" Rogers,PixieParcel,83546358,$376.49,UNLOADED,
24,Cindy "Concrete Cowboy" Carter,DragonWings Express,15378285,$389.82,UNLOADED,
24,Sarah "Steel Horse" Smith,NinjaNest Express,27510661,$294.65,UNLOADED,
25,Dave "Freight Train" Foster,SecretAgent Shipping,08938020,$482.09,UNLOADED,
25,Ray "Roadway Ranger" Rogers,PixieParcel,87056656,$473.04,UNLOADED,
25,Cindy "Concrete Cowboy" Carter,DragonWings Express,13337594,$98.81,UNLOADED,
25,Sarah "Steel Horse" Smith,NinjaNest Express,50446895,$481.73,UNLOADED,
26,Dave "Freight Train" Foster,SecretAgent Shipping,05763740,$181.24,UNLOADED,
26,Ray "Roadway Ranger" Rogers,PixieParcel,40354346,$261.49,UNLOADED AND NO REPLACEMENT,
26,Cindy "Concrete Cowboy" Carter,DragonWings Express,28864587,$256.23,UNLOADED AND NO REPLACEMENT,
26,Sarah "Steel Horse" Smith,NinjaNest Express,65366919,$326.99,UNLOADED AND NO REPLACEMENT,
26,Denise "Diesel Duchess" Davis,MagicCarpet Couriers,95757255,$148.82,UNLOADED,
27,Dave "Freight Train" Foster,SecretAgent Shipping,18893321,$191.12,UNLOADED,
27,Michelle "Mover Maven" Morgan,TimeSleuth Deliveries,65442708,$425.96,UNLOADED,
27,Denise "Diesel Duchess" Davis,MagicCarpet Couriers,01067833,$494.32,UNLOADED,
28,Dave "Freight Train" Foster,SecretAgent Shipping,08532707,$200.76,UNLOADED,
28,Michelle "Mover Maven" Morgan,TimeSleuth Deliveries,05544857,$367.74,UNLOADED,
28,Denise "Diesel Duchess" Davis,MagicCarpet Couriers,13145770,$70.62,UNLOADED,
29,Dave "Freight Train" Foster,SecretAgent Shipping,88073094,$444.22,UNLOADED,
29,Michelle "Mover Maven" Morgan,TimeSleuth Deliveries,15001356,$279.82,UNLOADED,
29,Carl "Caravan Captain" Carr,Rainbow Courier,20489130,$274.52,UNLOADED,
29,Denise "Diesel Duchess" Davis,MagicCarpet Couriers,92978535,$279.40,UNLOADED,
30,Dave "Freight Train" Foster,SecretAgent Shipping,11083222,$163.20,UNLOADED AND NO REPLACEMENT,
30,Michelle "Mover Maven" Morgan,TimeSleuth Deliveries,75538455,$101.90,UNLOADED AND NO REPLACEMENT,
30,Carl "Caravan Captain" Carr,Rainbow Courier,39729702,$169.51,UNLOADED,
30,Emily "Express Lane" Ellis,Genie in a Parcel,99444602,$80.60,UNLOADED AND NO REPLACEMENT,
30,Denise "Diesel Duchess" Davis,MagicCarpet Couriers,55011117,$185.11,UNLOADED,
31,Pete "Payload" Patterson,DinoDispatch,18690288,$266.40,UNLOADED,
31,Carl "Caravan Captain" Carr,Rainbow Courier,31352248,$127.14,UNLOADED,
31,Denise "Diesel Duchess" Davis,MagicCarpet Couriers,64131601,$471.10,UNLOADED,
32,Pete "Payload" Patterson,DinoDispatch,46073287,$171.45,UNLOADED,
32,Carl "Caravan Captain" Carr,SecretAgent Shipping,14845035,$288.40,UNLOADED,
32,Carl "Caravan Captain" Carr,Rainbow Courier,25143337,$432.58,UNLOADED,
32,Denise "Diesel Duchess" Davis,MagicCarpet Couriers,65672822,$248.49,UNLOADED,
33,Pete "Payload" Patterson,DinoDispatch,64110461,$311.24,UNLOADED,
33,Carl "Caravan Captain" Carr,SecretAgent Shipping,18492944,$239.54,UNLOADED,
33,Carl "Caravan Captain" Carr,Rainbow Courier,47615320,$410.26,UNLOADED,
33,Denise "Diesel Duchess" Davis,MagicCarpet Couriers,39442255,$278.90,UNLOADED,
34,Pete "Payload" Patterson,DinoDispatch,65436071,$201.57,UNLOADED,
34,Carl "Caravan Captain" Carr,SecretAgent Shipping,14464392,$283.03,UNLOADED,
34,Carl "Caravan Captain" Carr,Rainbow Courier,69088439,$114.48,UNLOADED,
34,Denise "Diesel Duchess" Davis,MagicCarpet Couriers,87131267,$342.52,UNLOADED,
35,Pete "Payload" Patterson,DinoDispatch,94476496,$436.20,UNLOADED,
35,Carl "Caravan Captain" Carr,SecretAgent Shipping,13403509,$222.52,UNLOADED,
35,Carl "Caravan Captain" Carr,Rainbow Courier,15013163,$116.72,UNLOADED,
35,Denise "Diesel Duchess" Davis,MagicCarpet Couriers,57687077,$222.76,UNLOADED AND NO REPLACEMENT,
36,Pete "Payload" Patterson,DinoDispatch,26365182,$258.42,UNLOADED,
36,Carl "Caravan Captain" Carr,SecretAgent Shipping,25139018,$275.61,UNLOADED AND NO REPLACEMENT,
36,Carl "Caravan Captain" Carr,Rainbow Courier,66870755,$386.85,UNLOADED,
37,Pete "Payload" Patterson,DinoDispatch,20867469,$477.79,UNLOADED,
37,Carl "Caravan Captain" Carr,Rainbow Courier,55553715,$364.89,UNLOADED AND NO REPLACEMENT,
38,Pete "Payload" Patterson,DinoDispatch,66309636,$160.03,UNLOADED,
39,Pete "Payload" Patterson,DinoDispatch,28031951,$66.33,UNLOADED,
39,Ron "Road Roller" Robinson,ZenZebra Deliveries,76259267,$457.03,UNLOADED AND NO REPLACEMENT,
40,Pete "Payload" Patterson,DinoDispatch,65243123,$80.52,UNLOADED AND NO REPLACEMENT,
41,Holly "Haulin' Queen" Hayes,BuzzyBee Deliveries,53321113,$61.02,UNLOADED,
42,Holly "Haulin' Queen" Hayes,BuzzyBee Deliveries,63166323,$204.95,UNLOADED,
43,Holly "Haulin' Queen" Hayes,BuzzyBee Deliveries,92208918,$337.14,UNLOADED,
44,Holly "Haulin' Queen" Hayes,BuzzyBee Deliveries,91297850,$103.97,UNLOADED,
45,Holly "Haulin' Queen" Hayes,BuzzyBee Deliveries,89118922,$256.27,UNLOADED,
46,Holly "Haulin' Queen" Hayes,BuzzyBee Deliveries,82647890,$491.39,UNLOADED,
47,Holly "Haulin' Queen" Hayes,BuzzyBee Deliveries,40653042,$96.91,UNLOADED,
"$9,000.00","$28,901.87","$19,901.87",
5,Donna "Diesel Dynamo" Diaz,DragonWings Express,00309335,$149.95,UNLOADED,
6,Donna "Diesel Dynamo" Diaz,DragonWings Express,86474539,$55.57,UNLOADED AND NO REPLACEMENT,
6,Sarah "Steel Horse" Smith,Robin Hood Couriers,49784770,$263.76,UNLOADED,
7,Sarah "Steel Horse" Smith,Robin Hood Couriers,47256598,$365.53,UNLOADED,
8,Kim "Kilometer Queen" King,FedExpress,44625766,$309.14,UNLOADED AND NO REPLACEMENT,
8,Sarah "Steel Horse" Smith,Robin Hood Couriers,14466977,$339.51,UNLOADED,
9,Michelle "Mover Maven" Morgan,JollyRoger Delivery,58878047,$309.76,UNLOADED,
9,Sarah "Steel Horse" Smith,Robin Hood Couriers,54204391,$377.11,UNLOADED AND NO REPLACEMENT,
10,Michelle "Mover Maven" Morgan,JollyRoger Delivery,98441688,$58.37,UNLOADED,
11,Michelle "Mover Maven" Morgan,JollyRoger Delivery,03012132,$82.78,UNLOADED,
12,Michelle "Mover Maven" Morgan,JollyRoger Delivery,43737137,$293.63,UNLOADED,
12,Bill "Big Hauler" Bennett,Amazonia Deliveries,81390058,$157.62,UNLOADED,
13,Michelle "Mover Maven" Morgan,JollyRoger Delivery,59332323,$370.62,UNLOADED AND NO REPLACEMENT,
13,Bill "Big Hauler" Bennett,Amazonia Deliveries,73778349,$311.23,UNLOADED,
14,Wendy "Wheels" Wilson,FairyWings Express,30674998,$344.18,UNLOADED AND NO REPLACEMENT,
14,Bill "Big Hauler" Bennett,Amazonia Deliveries,40772055,$404.80,UNLOADED,
15,Wendy "Wheels" Wilson,Boxzilla Shipping,84582455,$166.10,UNLOADED,
15,Bill "Big Hauler" Bennett,Amazonia Deliveries,21254944,$341.98,UNLOADED,
16,Wendy "Wheels" Wilson,Boxzilla Shipping,48246405,$98.08,UNLOADED,
16,Bill "Big Hauler" Bennett,Amazonia Deliveries,37126690,$177.39,UNLOADED,
16,Sam "Speed Demon" Stewart,X-Files Deliveries,76036307,$411.35,UNLOADED,
17,Wendy "Wheels" Wilson,Boxzilla Shipping,04631998,$66.58,UNLOADED,
17,Bill "Big Hauler" Bennett,Amazonia Deliveries,33688347,$273.72,UNLOADED,
17,Sam "Speed Demon" Stewart,X-Files Deliveries,62159134,$70.67,UNLOADED,
18,Wendy "Wheels" Wilson,Boxzilla Shipping,38030518,$358.56,UNLOADED,
18,Bill "Big Hauler" Bennett,Amazonia Deliveries,00124985,$202.44,UNLOADED AND NO REPLACEMENT,
18,Sam "Speed Demon" Stewart,X-Files Deliveries,80775007,$390.59,UNLOADED AND NO REPLACEMENT,
18,Mike "Miles" Mitchell,Starship Supplies,70258576,$187.43,UNLOADED,
19,Wendy "Wheels" Wilson,Boxzilla Shipping,79916143,$121.93,UNLOADED,
19,Mike "Miles" Mitchell,Starship Supplies,43032831,$271.69,UNLOADED AND NO REPLACEMENT,
20,Wendy "Wheels" Wilson,Boxzilla Shipping,11099759,$113.46,UNLOADED,
20,Holly "Haulin' Queen" Hayes,Leprechaun Logistics,19442406,$96.57,UNLOADED,
21,Wendy "Wheels" Wilson,Boxzilla Shipping,51816039,$236.37,UNLOADED AND NO REPLACEMENT,
21,Holly "Haulin' Queen" Hayes,Leprechaun Logistics,31165590,$72.09,UNLOADED,
22,Holly "Haulin' Queen" Hayes,Leprechaun Logistics,79453631,$79.84,UNLOADED,
23,Grace "Gasoline Gal" Garcia,EcoFlower Express,79809928,$339.18,UNLOADED,
23,Holly "Haulin' Queen" Hayes,Leprechaun Logistics,06520809,$113.07,UNLOADED,
24,Grace "Gasoline Gal" Garcia,EcoFlower Express,93686994,$167.67,UNLOADED,
24,Holly "Haulin' Queen" Hayes,Leprechaun Logistics,55643847,$323.10,UNLOADED,
24,Tim "Tire Tamer" Thompson,Ewok Express,03142351,$217.11,UNLOADED,
25,Grace "Gasoline Gal" Garcia,EcoFlower Express,45715920,$286.81,UNLOADED,
25,Holly "Haulin' Queen" Hayes,Leprechaun Logistics,85598707,$400.27,UNLOADED,
25,Tim "Tire Tamer" Thompson,Ewok Express,06164633,$460.57,UNLOADED AND NO REPLACEMENT,
25,Tom "Tanker King" Turner,ZippityZoo Shipments,03875645,$70.90,UNLOADED,
26,Grace "Gasoline Gal" Garcia,EcoFlower Express,08260011,$302.89,UNLOADED,
26,Holly "Haulin' Queen" Hayes,Leprechaun Logistics,46555227,$124.35,UNLOADED AND NO REPLACEMENT,
26,Carla "Gearshift" Greene,Wonderland Couriers,16997225,$273.57,UNLOADED,
26,Tom "Tanker King" Turner,ZippityZoo Shipments,63283953,$122.00,UNLOADED,
27,Grace "Gasoline Gal" Garcia,EcoFlower Express,89888640,$299.19,UNLOADED,
27,Nancy "Nitro" Nelson,TimeMachine Transport,98984361,$268.20,UNLOADED,
27,Carla "Gearshift" Greene,Wonderland Couriers,13343231,$418.63,UNLOADED,
27,Tom "Tanker King" Turner,ZippityZoo Shipments,48452683,$297.66,UNLOADED,
28,Grace "Gasoline Gal" Garcia,EcoFlower Express,40794311,$423.31,UNLOADED,
28,Nancy "Nitro" Nelson,TimeMachine Transport,29834737,$491.71,UNLOADED,
28,Carla "Gearshift" Greene,Wonderland Couriers,33435582,$500.89,UNLOADED,
28,Tom "Tanker King" Turner,ZippityZoo Shipments,50857614,$99.66,UNLOADED,
29,Grace "Gasoline Gal" Garcia,EcoFlower Express,14067344,$375.29,UNLOADED,
29,Nancy "Nitro" Nelson,TimeMachine Transport,42039414,$235.95,UNLOADED,
29,Carla "Gearshift" Greene,Wonderland Couriers,33124527,$130.72,UNLOADED,
29,Tom "Tanker King" Turner,ZippityZoo Shipments,60052416,$386.19,UNLOADED AND NO REPLACEMENT,
29,Pete "Payload" Patterson,Boxzilla Shipping,18501190,$175.66,UNLOADED,
30,Grace "Gasoline Gal" Garcia,EcoFlower Express,70122435,$369.57,UNLOADED,
30,Nancy "Nitro" Nelson,TimeMachine Transport,68151390,$208.58,UNLOADED,
30,Carla "Gearshift" Greene,Wonderland Couriers,80009874,$332.06,UNLOADED,
30,Mark "Mud Mover" Morris,DinoDash Couriers,65394072,$437.96,UNLOADED,
30,Pete "Payload" Patterson,Boxzilla Shipping,39951657,$266.03,UNLOADED,
31,Grace "Gasoline Gal" Garcia,EcoFlower Express,88460011,$80.05,UNLOADED AND NO REPLACEMENT,
31,Nancy "Nitro" Nelson,TimeMachine Transport,46678196,$469.73,UNLOADED,
31,Carla "Gearshift" Greene,Wonderland Couriers,45848751,$424.36,UNLOADED AND NO REPLACEMENT,
31,Mark "Mud Mover" Morris,DinoDash Couriers,60779748,$97.45,UNLOADED,
31,Pete "Payload" Patterson,Boxzilla Shipping,20424979,$401.32,UNLOADED,
32,Ron "Road Roller" Robinson,ThunderTruck Express,36091592,$232.05,UNLOADED,
32,Nancy "Nitro" Nelson,TimeMachine Transport,39191441,$107.48,UNLOADED,
32,Mark "Mud Mover" Morris,DinoDash Couriers,76560258,$67.77,UNLOADED,
32,Pete "Payload" Patterson,Boxzilla Shipping,51096442,$420.40,UNLOADED,
33,Ron "Road Roller" Robinson,ThunderTruck Express,90290804,$195.15,UNLOADED,
33,Nancy "Nitro" Nelson,TimeMachine Transport,96596238,$403.41,UNLOADED AND NO REPLACEMENT,
33,Roger "Rubber Roadster" Reynolds,Boxzilla Shipping,47970327,$61.80,UNLOADED,
33,Mark "Mud Mover" Morris,DinoDash Couriers,50652018,$491.25,UNLOADED,
33,Pete "Payload" Patterson,Boxzilla Shipping,70670509,$470.16,UNLOADED,
34,Ron "Road Roller" Robinson,ThunderTruck Express,35511029,$485.74,UNLOADED,
34,Emily "Express Lane" Ellis,Superhero Supply Service,08353327,$68.40,UNLOADED AND NO REPLACEMENT,
34,Roger "Rubber Roadster" Reynolds,Boxzilla Shipping,17978924,$78.92,UNLOADED,
34,Mark "Mud Mover" Morris,DinoDash Couriers,09170823,$432.67,UNLOADED,
34,Pete "Payload" Patterson,Boxzilla Shipping,08169132,$121.99,UNLOADED,
35,Ron "Road Roller" Robinson,ThunderTruck Express,19064963,$352.48,UNLOADED,
35,Roger "Rubber Roadster" Reynolds,Boxzilla Shipping,84001381,$218.06,UNLOADED AND NO REPLACEMENT,
35,Mark "Mud Mover" Morris,DinoDash Couriers,30327261,$168.38,UNLOADED,
35,Pete "Payload" Patterson,Boxzilla Shipping,41771918,$307.05,UNLOADED AND NO REPLACEMENT,
36,Ron "Road Roller" Robinson,ThunderTruck Express,67422536,$180.38,UNLOADED,
36,Mark "Mud Mover" Morris,DinoDash Couriers,20075852,$499.45,UNLOADED,
37,Ron "Road Roller" Robinson,ThunderTruck Express,63368535,$222.00,UNLOADED AND NO REPLACEMENT,
37,Bob "Bulldozer" Baxter,GhostlyGoods Couriers,33678021,$138.85,UNLOADED,
37,Mark "Mud Mover" Morris,DinoDash Couriers,02799663,$197.39,UNLOADED,
38,Bob "Bulldozer" Baxter,GhostlyGoods Couriers,52932635,$296.68,UNLOADED,
38,Mark "Mud Mover" Morris,DinoDash Couriers,23894758,$453.27,UNLOADED,
39,Bob "Bulldozer" Baxter,GhostlyGoods Couriers,65386215,$133.32,UNLOADED,
39,Mark "Mud Mover" Morris,DinoDash Couriers,65507271,$425.48,UNLOADED AND NO REPLACEMENT,
40,Tim "Tire Tamer" Thompson,ThunderTruck Express,45868639,$284.97,UNLOADED,
40,Bob "Bulldozer" Baxter,GhostlyGoods Couriers,81999117,$108.52,UNLOADED,
41,Tim "Tire Tamer" Thompson,ThunderTruck Express,81271471,$285.96,UNLOADED,
41,Bob "Bulldozer" Baxter,GhostlyGoods Couriers,77791602,$252.15,UNLOADED,
41,Sandra "Semi Siren" Spencer,FedExpress,25757661,$436.73,UNLOADED,
42,Tim "Tire Tamer" Thompson,ThunderTruck Express,79481639,$440.75,UNLOADED,
42,Bob "Bulldozer" Baxter,GhostlyGoods Couriers,81883371,$213.97,UNLOADED AND NO REPLACEMENT,
42,Sandra "Semi Siren" Spencer,FedExpress,78053759,$293.29,UNLOADED AND NO REPLACEMENT,
43,Tim "Tire Tamer" Thompson,ThunderTruck Express,06996794,$234.54,UNLOADED,
44,Tim "Tire Tamer" Thompson,ThunderTruck Express,40950992,$500.45,UNLOADED,
45,Tim "Tire Tamer" Thompson,ThunderTruck Express,03580943,$314.45,UNLOADED,
45,Nancy "Nitro" Nelson,GnomeGlide Couriers,56897110,$106.63,UNLOADED AND NO REPLACEMENT,
46,Tim "Tire Tamer" Thompson,ThunderTruck Express,21486888,$458.09,UNLOADED,
47,Tim "Tire Tamer" Thompson,ThunderTruck Express,35027819,$221.59,UNLOADED,
"$8,900.00","$29,704.13","$20,804.13",
0,Joe "Overdrive" O'Brien,Genie in a Parcel,09881988,$165.51,UNLOADED,
1,Joe "Overdrive" O'Brien,Genie in a Parcel,89454111,$224.81,UNLOADED,
2,Joe "Overdrive" O'Brien,Genie in a Parcel,84847529,$83.96,UNLOADED,
3,Joe "Overdrive" O'Brien,Genie in a Parcel,97607083,$60.10,UNLOADED,
4,Joe "Overdrive" O'Brien,Genie in a Parcel,35094132,$159.11,UNLOADED,
5,Joe "Overdrive" O'Brien,Genie in a Parcel,46695937,$174.67,UNLOADED,
6,Joe "Overdrive" O'Brien,Genie in a Parcel,29847789,$257.58,UNLOADED,
6,Doug "Dangerous Curve" Duncan,SwiftShip Express,01193906,$412.82,UNLOADED,
7,Joe "Overdrive" O'Brien,Genie in a Parcel,05468480,$473.77,UNLOADED AND NO REPLACEMENT,
7,Doug "Dangerous Curve" Duncan,SwiftShip Express,90892665,$161.18,UNLOADED,
8,Melissa "Miles Ahead" Miller,Ewok Express,81769067,$164.29,UNLOADED AND NO REPLACEMENT,
8,Doug "Dangerous Curve" Duncan,SwiftShip Express,45309280,$425.33,UNLOADED,
9,Tom "Tanker King" Turner,Amazonia Deliveries,53507225,$143.11,UNLOADED,
9,Doug "Dangerous Curve" Duncan,SwiftShip Express,49117751,$338.39,UNLOADED,
10,Tom "Tanker King" Turner,Amazonia Deliveries,27623165,$325.42,UNLOADED,
10,Doug "Dangerous Curve" Duncan,SwiftShip Express,13584406,$474.43,UNLOADED AND NO REPLACEMENT,
10,Carl "Caravan Captain" Carr,ZenZebra Deliveries,19300378,$51.23,UNLOADED,
11,Tom "Tanker King" Turner,Amazonia Deliveries,96892541,$486.87,UNLOADED,
11,Cindy "Concrete Cowboy" Carter,GhostlyGoods Couriers,01942196,$195.78,UNLOADED,
11,Carl "Caravan Captain" Carr,ZenZebra Deliveries,20204549,$448.24,UNLOADED,
12,Tom "Tanker King" Turner,Amazonia Deliveries,73383193,$259.62,UNLOADED,
12,Cindy "Concrete Cowboy" Carter,GhostlyGoods Couriers,99820199,$203.64,UNLOADED,
12,Carl "Caravan Captain" Carr,ZenZebra Deliveries,24252071,$323.24,UNLOADED,
12,Kim "Kilometer Queen" King,NinjaNest Express,47853799,$344.43,UNLOADED,
13,Tom "Tanker King" Turner,Amazonia Deliveries,42408265,$51.35,UNLOADED,
13,Cindy "Concrete Cowboy" Carter,GhostlyGoods Couriers,58148833,$219.91,UNLOADED,
