Time Increment, Driver's name, Company Name, CrateID, Crate Value, Status
23,Gary "Gravel Grinder" Gordon,DinoDash Couriers,64308967,$112.31,UNLOADED,
24,Donna "Diesel Dynamo" Diaz,FedExpress,96275354,$423.61,UNLOADED,
24,Gary "Gravel Grinder" Gordon,DinoDash Couriers,34775357,$496.90,UNLOADED AND NO REPLACEMENT,
25,Donna "Diesel Dynamo" Diaz,FedExpress,12707470,$391.07,UNLOADED,
26,Donna "Diesel Dynamo" Diaz,FedExpress,91577076,$449.15,UNLOADED,
27,Angela "Axle Ace" Allen,MartianMovers,47669593,$83.41,UNLOADED AND NO REPLACEMENT,
27,Donna "Diesel Dynamo" Diaz,FedExpress,35061417,$210.81,UNLOADED AND NO REPLACEMENT,
28,Pete "Payload" Patterson,DHLuxe Deliveries,46603631,$386.31,UNLOADED,
29,Pete "Payload" Patterson,DHLuxe Deliveries,17080195,$272.64,UNLOADED,
30,Pete "Payload" Patterson,DHLuxe Deliveries,43087140,$216.73,UNLOADED,
30,Ray "Roadway Ranger" Rogers,Boxzilla Shipping,97244588,$342.59,UNLOADED,
31,Pete "Payload" Patterson,DHLuxe Deliveries,45794868,$95.94,UNLOADED,
31,Ray "Roadway Ranger" Rogers,Boxzilla Shipping,95632915,$119.44,UNLOADED,
32,Pete "Payload" Patterson,DHLuxe Deliveries,08637696,$366.80,UNLOADED,
32,Ray "Roadway Ranger" Rogers,Boxzilla Shipping,41756052,$285.47,UNLOADED,
33,Pete "Payload" Patterson,DHLuxe Deliveries,13023751,$187.99,UNLOADED,
33,Ray "Roadway Ranger" Rogers,Boxzilla Shipping,75263926,$188.87,UNLOADED,
33,Larry "Lugnut" Lawson,Bigfoot Shipping,30963829,$467.19,UNLOADED,
34,Pete "Payload" Patterson,DHLuxe Deliveries,27612290,$369.94,UNLOADED,
34,Ray "Roadway Ranger" Rogers,Boxzilla Shipping,20784849,$457.35,UNLOADED,
34,Larry "Lugnut" Lawson,Bigfoot Shipping,63070825,$99.41,UNLOADED,
35,Pete "Payload" Patterson,DHLuxe Deliveries,22790773,$81.55,UNLOADED,
35,Ray "Roadway Ranger" Rogers,Boxzilla Shipping,81978339,$169.12,UNLOADED AND NO REPLACEMENT,
35,Larry "Lugnut" Lawson,Bigfoot Shipping,37499091,$50.27,UNLOADED,
36,Pete "Payload" Patterson,DHLuxe Deliveries,31917764,$101.66,UNLOADED AND NO REPLACEMENT,
36,Terry "Truckin' Terrier" Taylor,DinoDash Couriers,77743491,$299.83,UNLOADED,
36,Larry "Lugnut" Lawson,Bigfoot Shipping,23591288,$169.44,UNLOADED,
37,Grace "Gasoline Gal" Garcia,EcoFlower Express,57371449,$213.00,UNLOADED,
37,Terry "Truckin' Terrier" Taylor,DinoDash Couriers,51711208,$482.63,UNLOADED,
37,Larry "Lugnut" Lawson,Bigfoot Shipping,52004056,$174.11,UNLOADED,
38,Grace "Gasoline Gal" Garcia,EcoFlower Express,49407876,$277.22,UNLOADED AND NO REPLACEMENT,
38,Terry "Truckin' Terrier" Taylor,DinoDash Couriers,55155672,$492.70,UNLOADED,
38,Larry "Lugnut" Lawson,Bigfoot Shipping,58364837,$265.45,UNLOADED AND NO REPLACEMENT,
39,Terry "Truckin' Terrier" Taylor,DinoDash Couriers,18183453,$431.51,UNLOADED,
40,Denise "Diesel Duchess" Davis,FedExpress,16839395,$67.57,UNLOADED,
40,Terry "Truckin' Terrier" Taylor,DinoDash Couriers,72152888,$362.24,UNLOADED,
41,Denise "Diesel Duchess" Davis,FedExpress,61377459,$146.78,UNLOADED,
41,Terry "Truckin' Terrier" Taylor,DinoDash Couriers,50690391,$289.44,UNLOADED,
41,Kim "Kilometer Queen" King,Superhero Supply Service,98425430,$54.90,UNLOADED,
42,Denise "Diesel Duchess" Davis,FedExpress,10356573,$370.65,UNLOADED,
42,Terry "Truckin' Terrier" Taylor,DinoDash Couriers,75396039,$131.20,UNLOADED,
42,Kim "Kilometer Queen" King,Superhero Supply Service,94138420,$465.30,UNLOADED,
43,Denise "Diesel Duchess" Davis,FedExpress,02653018,$359.92,UNLOADED,
43,Terry "Truckin' Terrier" Taylor,DinoDash Couriers,92548629,$170.14,UNLOADED,
43,Kim "Kilometer Queen" King,Superhero Supply Service,64653077,$290.63,UNLOADED,
44,Denise "Diesel Duchess" Davis,FedExpress,65568078,$444.60,UNLOADED,
44,Terry "Truckin' Terrier" Taylor,DinoDash Couriers,59305063,$339.49,UNLOADED AND NO REPLACEMENT,
44,Kim "Kilometer Queen" King,Superhero Supply Service,67782026,$352.81,UNLOADED,
45,Denise "Diesel Duchess" Davis,FedExpress,03407090,$297.36,UNLOADED,
45,Judy "Junction Jockey" Johnson,DinoDash Couriers,59570267,$383.49,UNLOADED,
45,Kim "Kilometer Queen" King,Superhero Supply Service,54303886,$61.45,UNLOADED,
46,Denise "Diesel Duchess" Davis,FedExpress,19908037,$484.47,UNLOADED AND NO REPLACEMENT,
46,Judy "Junction Jockey" Johnson,DinoDash Couriers,54989016,$234.60,UNLOADED,
46,Kim "Kilometer Queen" King,Superhero Supply Service,14059468,$64.95,UNLOADED,
47,Judy "Junction Jockey" Johnson,Robin Hood Couriers,31977395,$260.66,UNLOADED AND NO REPLACEMENT,
47,Judy "Junction Jockey" Johnson,DinoDash Couriers,91593451,$363.43,UNLOADED,
47,Kim "Kilometer Queen" King,Superhero Supply Service,87367633,$120.97,UNLOADED,
"$7,700.00","$26,300.62","$18,600.62",
1,Roger "Rubber Roadster" Reynolds,VikingVessel Deliveries,09881209,$102.33,UNLOADED,
2,Roger "Rubber Roadster" Reynolds,VikingVessel Deliveries,59737624,$259.62,UNLOADED,
3,Roger "Rubber Roadster" Reynolds,VikingVessel Deliveries,60243801,$292.67,UNLOADED,
4,Roger "Rubber Roadster" Reynolds,VikingVessel Deliveries,28599694,$170.21,UNLOADED,
5,Roger "Rubber Roadster" Reynolds,VikingVessel Deliveries,69346191,$449.70,UNLOADED,
6,Roger "Rubber Roadster" Reynolds,VikingVessel Deliveries,06798441,$175.91,UNLOADED AND NO REPLACEMENT,
6,Wayne "Wheeler Warrior" Warren,SecretAgent Shipping,79746609,$376.70,UNLOADED,
7,Michelle "Midnight Rider" Martinez,SpacePenguin Express,79670614,$498.85,UNLOADED,
7,Wayne "Wheeler Warrior" Warren,SecretAgent Shipping,76754247,$120.80,UNLOADED,
8,Michelle "Midnight Rider" Martinez,SpacePenguin Express,32303898,$125.41,UNLOADED,
8,Wayne "Wheeler Warrior" Warren,SecretAgent Shipping,58299003,$160.56,UNLOADED,
9,Michelle "Midnight Rider" Martinez,SpacePenguin Express,24599333,$199.06,UNLOADED,
9,Wayne "Wheeler Warrior" Warren,SecretAgent Shipping,69385280,$194.25,UNLOADED,
10,Michelle "Midnight Rider" Martinez,SpacePenguin Express,88527374,$107.70,UNLOADED,
10,Wayne "Wheeler Warrior" Warren,SecretAgent Shipping,03596431,$402.76,UNLOADED,
10,Mike "Miles" Mitchell,SpacePenguin Express,46344957,$483.37,UNLOADED,
11,Michelle "Midnight Rider" Martinez,SpacePenguin Express,85417061,$238.09,UNLOADED,
11,Wayne "Wheeler Warrior" Warren,SecretAgent Shipping,54791252,$388.40,UNLOADED,
11,Mike "Miles" Mitchell,SpacePenguin Express,41465089,$406.32,UNLOADED AND NO REPLACEMENT,
12,Michelle "Midnight Rider" Martinez,SpacePenguin Express,53567229,$248.02,UNLOADED,
12,Wayne "Wheeler Warrior" Warren,SecretAgent Shipping,93798437,$498.26,UNLOADED,
12,Holly "Haulin' Queen" Hayes,BuzzyBee Deliveries,56361664,$297.66,UNLOADED,
13,Michelle "Midnight Rider" Martinez,SpacePenguin Express,50522733,$76.06,UNLOADED AND NO REPLACEMENT,
13,Wayne "Wheeler Warrior" Warren,SecretAgent Shipping,13260940,$355.88,UNLOADED AND NO REPLACEMENT,
13,Holly "Haulin' Queen" Hayes,BuzzyBee Deliveries,43455368,$278.58,UNLOADED,
14,Angela "Axle Ace" Allen,X-Files Deliveries,42085671,$445.88,UNLOADED,
14,Laura "Light Load" Lambert,SecretAgent Shipping,96399846,$213.43,UNLOADED,
14,Holly "Haulin' Queen" Hayes,BuzzyBee Deliveries,58893727,$497.96,UNLOADED,
15,Angela "Axle Ace" Allen,X-Files Deliveries,45368416,$340.82,UNLOADED,
15,Laura "Light Load" Lambert,SecretAgent Shipping,67951802,$230.19,UNLOADED,
15,Holly "Haulin' Queen" Hayes,BuzzyBee Deliveries,24052055,$473.74,UNLOADED,
16,Angela "Axle Ace" Allen,X-Files Deliveries,73033405,$181.20,UNLOADED,
16,Laura "Light Load" Lambert,SecretAgent Shipping,04031282,$185.95,UNLOADED,
16,Holly "Haulin' Queen" Hayes,BuzzyBee Deliveries,41727037,$252.94,UNLOADED,
17,Angela "Axle Ace" Allen,X-Files Deliveries,84620044,$125.64,UNLOADED AND NO REPLACEMENT,
17,Laura "Light Load" Lambert,SecretAgent Shipping,90330939,$350.00,UNLOADED,
17,Holly "Haulin' Queen" Hayes,BuzzyBee Deliveries,17927088,$344.78,UNLOADED,
18,Lisa "Long Haul" Lawrence,FairyWings Express,28671164,$79.71,UNLOADED,
18,Laura "Light Load" Lambert,SecretAgent Shipping,10824929,$155.90,UNLOADED,
18,Holly "Haulin' Queen" Hayes,BuzzyBee Deliveries,11277098,$377.31,UNLOADED,
19,Lisa "Long Haul" Lawrence,FairyWings Express,85544944,$374.40,UNLOADED,
19,Laura "Light Load" Lambert,SecretAgent Shipping,69608975,$466.66,UNLOADED,
19,Holly "Haulin' Queen" Hayes,BuzzyBee Deliveries,27968539,$368.29,UNLOADED,
20,Lisa "Long Haul" Lawrence,FairyWings Express,16376445,$358.46,UNLOADED,
20,Laura "Light Load" Lambert,SecretAgent Shipping,72088384,$103.97,UNLOADED AND NO REPLACEMENT,
20,Holly "Haulin' Queen" Hayes,BuzzyBee Deliveries,34189475,$457.83,UNLOADED,
21,Lisa "Long Haul" Lawrence,FairyWings Express,59414840,$204.06,UNLOADED,
21,Doug "Dangerous Curve" Duncan,Wonderland Couriers,11807751,$191.80,UNLOADED,
21,Holly "Haulin' Queen" Hayes,BuzzyBee Deliveries,89458433,$88.85,UNLOADED AND NO REPLACEMENT,
22,Lisa "Long Haul" Lawrence,FairyWings Express,32983835,$134.39,UNLOADED,
22,Doug "Dangerous Curve" Duncan,Wonderland Couriers,07829918,$179.63,UNLOADED,
22,Gary "Gravel Grinder" Gordon,BubbleWrap Express,05256553,$387.78,UNLOADED,
23,Lisa "Long Haul" Lawrence,FairyWings Express,89261350,$103.40,UNLOADED,
23,Doug "Dangerous Curve" Duncan,Wonderland Couriers,24365880,$395.73,UNLOADED,
23,Gary "Gravel Grinder" Gordon,BubbleWrap Express,74686313,$239.03,UNLOADED,
24,Lisa "Long Haul" Lawrence,FairyWings Express,83280987,$224.12,UNLOADED,
24,Doug "Dangerous Curve" Duncan,Wonderland Couriers,64214975,$85.21,UNLOADED,
24,Gary "Gravel Grinder" Gordon,BubbleWrap Express,39984387,$366.66,UNLOADED,
25,Lisa "Long Haul" Lawrence,FairyWings Express,84131147,$392.36,UNLOADED,
25,Doug "Dangerous Curve" Duncan,Wonderland Couriers,58489352,$306.84,UNLOADED AND NO REPLACEMENT,
25,Gary "Gravel Grinder" Gordon,BubbleWrap Express,35061404,$487.74,UNLOADED,
26,Lisa "Long Haul" Lawrence,FairyWings Express,87766194,$448.28,UNLOADED,
26,Lisa "Long Haul" Lawrence,Wonderland Couriers,20692457,$319.07,UNLOADED,
26,Gary "Gravel Grinder" Gordon,BubbleWrap Express,01069209,$304.72,UNLOADED AND NO REPLACEMENT,
27,Lisa "Long Haul" Lawrence,FairyWings Express,21804348,$344.45,UNLOADED AND NO REPLACEMENT,
27,Lisa "Long Haul" Lawrence,Wonderland Couriers,38312501,$181.19,UNLOADED,
27,Andrea "Acceleration Ace" Adams,StellarDelivery,90838855,$398.75,UNLOADED,
28,Cindy "Concrete Cowboy" Carter,Amazonia Deliveries,51042713,$385.16,UNLOADED,
28,Lisa "Long Haul" Lawrence,Wonderland Couriers,58205752,$490.41,UNLOADED,
28,Andrea "Acceleration Ace" Adams,StellarDelivery,51648450,$294.87,UNLOADED,
29,Cindy "Concrete Cowboy" Carter,Amazonia Deliveries,78208712,$101.84,UNLOADED,
29,Lisa "Long Haul" Lawrence,Wonderland Couriers,96480979,$66.51,UNLOADED,
29,Andrea "Acceleration Ace" Adams,StellarDelivery,25285038,$320.86,UNLOADED,
30,Cindy "Concrete Cowboy" Carter,Amazonia Deliveries,64225524,$97.70,UNLOADED AND NO REPLACEMENT,
30,Lisa "Long Haul" Lawrence,Wonderland Couriers,76324265,$489.78,UNLOADED,
30,Andrea "Acceleration Ace" Adams,StellarDelivery,29691836,$266.54,UNLOADED,
31,Jack "Big Rig" Johnson,JollyRoger Delivery,06645773,$276.19,UNLOADED AND NO REPLACEMENT,
31,Lisa "Long Haul" Lawrence,Wonderland Couriers,59426243,$103.87,UNLOADED,
31,Andrea "Acceleration Ace" Adams,StellarDelivery,86290623,$213.93,UNLOADED AND NO REPLACEMENT,
32,Nancy "Nitro" Nelson,MartianMovers,20362639,$260.14,UNLOADED,
32,Lisa "Long Haul" Lawrence,Wonderland Couriers,05540467,$456.11,UNLOADED,
32,Laura "Light Load" Lambert,SwiftShip Express,39125456,$197.20,UNLOADED,
33,Nancy "Nitro" Nelson,MartianMovers,13076369,$313.05,UNLOADED,
33,Lisa "Long Haul" Lawrence,Wonderland Couriers,64329081,$461.88,UNLOADED,
33,Laura "Light Load" Lambert,SwiftShip Express,05591680,$494.18,UNLOADED,
34,Nancy "Nitro" Nelson,MartianMovers,55368798,$415.34,UNLOADED,
34,Lisa "Long Haul" Lawrence,Wonderland Couriers,99502548,$52.52,UNLOADED,
34,Laura "Light Load" Lambert,SwiftShip Express,35333652,$279.46,UNLOADED AND NO REPLACEMENT,
35,Nancy "Nitro" Nelson,MartianMovers,42408611,$265.08,UNLOADED,
35,Lisa "Long Haul" Lawrence,Wonderland Couriers,67154610,$382.59,UNLOADED AND NO REPLACEMENT,
35,Sarah "Steel Horse" Smith,DinoDispatch,67950763,$87.35,UNLOADED,
36,Nancy "Nitro" Nelson,MartianMovers,74684109,$332.66,UNLOADED AND NO REPLACEMENT,
36,Sarah "Steel Horse" Smith,DinoDispatch,45451470,$335.35,UNLOADED AND NO REPLACEMENT,
39,Lisa "Long Haul" Lawrence,FairyWings Express,85189406,$470.18,UNLOADED,
40,Lisa "Long Haul" Lawrence,FairyWings Express,60262261,$180.31,UNLOADED,
41,Lisa "Long Haul" Lawrence,FairyWings Express,56500619,$148.66,UNLOADED,
42,Lisa "Long Haul" Lawrence,FairyWings Express,81399381,$306.70,UNLOADED,
43,Lisa "Long Haul" Lawrence,FairyWings Express,42422743,$159.75,UNLOADED,
44,Lisa "Long Haul" Lawrence,FairyWings Express,00134264,$296.68,UNLOADED,
45,Lisa "Long Haul" Lawrence,FairyWings Express,50953562,$354.91,UNLOADED,
46,Lisa "Long Haul" Lawrence,FairyWings Express,85590848,$253.51,UNLOADED AND NO REPLACEMENT,
46,Amber "Asphalt Angel" Anderson,SwiftShip Express,70418025,$303.18,UNLOADED,
47,Amber "Asphalt Angel" Anderson,SwiftShip Express,48954644,$326.85,UNLOADED,
"$8,500.00","$29,317.59","$20,817.59",
0,Greg "Gritty Grind" Greene,Rainbow Courier,50050629,$407.75,UNLOADED,
1,Greg "Gritty Grind" Greene,Rainbow Courier,36031354,$306.36,UNLOADED,
2,Greg "Gritty Grind" Greene,Rainbow Courier,69163342,$475.85,UNLOADED,
2,Ron "Road Roller" Robinson,Boxzilla Shipping,81948029,$449.19,UNLOADED,
3,Greg "Gritty Grind" Greene,Rainbow Courier,91270128,$173.45,UNLOADED AND NO REPLACEMENT,
3,Ron "Road Roller" Robinson,Boxzilla Shipping,45042131,$73.21,UNLOADED,
4,Chuck "Cargo Cowboy" Collins,PostMates Express,16828721,$489.36,UNLOADED,
4,Ron "Road Roller" Robinson,Boxzilla Shipping,26943453,$156.25,UNLOADED,
5,Chuck "Cargo Cowboy" Collins,PostMates Express,44153915,$99.57,UNLOADED,
5,Ron "Road Roller" Robinson,Boxzilla Shipping,88367157,$114.84,UNLOADED,
6,Chuck "Cargo Cowboy" Collins,PostMates Express,52664941,$261.75,UNLOADED,
6,Ron "Road Roller" Robinson,Boxzilla Shipping,73354759,$129.21,UNLOADED AND NO REPLACEMENT,
6,Dennis "Driver Dragon" Davis,Boxzilla Shipping,79706464,$207.50,UNLOADED,
7,Chuck "Cargo Cowboy" Collins,PostMates Express,98391484,$174.96,UNLOADED,
7,Dennis "Driver Dragon" Davis,SwiftShip Express,92200084,$143.67,UNLOADED,
7,Dennis "Driver Dragon" Davis,Boxzilla Shipping,00866358,$120.67,UNLOADED,
8,Chuck "Cargo Cowboy" Collins,PostMates Express,97174103,$461.01,UNLOADED,
8,Dennis "Driver Dragon" Davis,SwiftShip Express,40475739,$481.02,UNLOADED,
8,Dennis "Driver Dragon" Davis,Boxzilla Shipping,22268206,$71.17,UNLOADED AND NO REPLACEMENT,
9,Chuck "Cargo Cowboy" Collins,PostMates Express,74128648,$455.70,UNLOADED,
9,Dennis "Driver Dragon" Davis,SwiftShip Express,03617553,$208.85,UNLOADED AND NO REPLACEMENT,
10,Chuck "Cargo Cowboy" Collins,PostMates Express,44580854,$392.26,UNLOADED AND NO REPLACEMENT,
14,Melissa "Miles Ahead" Miller,PurrfectParcel,38826408,$251.98,UNLOADED,
15,Melissa "Miles Ahead" Miller,PurrfectParcel,36825327,$153.13,UNLOADED,
15,Bob "Bulldozer" Baxter,Wonderland Couriers,79773249,$154.21,UNLOADED,
16,Melissa "Miles Ahead" Miller,PurrfectParcel,08984821,$378.23,UNLOADED,
16,Bob "Bulldozer" Baxter,Wonderland Couriers,72235109,$418.13,UNLOADED,
17,Melissa "Miles Ahead" Miller,PurrfectParcel,65852960,$454.69,UNLOADED,
17,Bob "Bulldozer" Baxter,Wonderland Couriers,49948899,$358.62,UNLOADED,
17,Steve "Silver Streak" Sullivan,FairyTale Freight,90251519,$114.61,UNLOADED,
18,Melissa "Miles Ahead" Miller,PurrfectParcel,59183041,$343.90,UNLOADED,
18,Bob "Bulldozer" Baxter,Wonderland Couriers,58639158,$153.00,UNLOADED,
18,Steve "Silver Streak" Sullivan,FairyTale Freight,32904016,$478.99,UNLOADED,
19,Melissa "Miles Ahead" Miller,PurrfectParcel,06660783,$70.87,UNLOADED,
19,Bob "Bulldozer" Baxter,Wonderland Couriers,77184109,$116.80,UNLOADED,
19,Steve "Silver Streak" Sullivan,FairyTale Freight,01274428,$254.13,UNLOADED AND NO REPLACEMENT,
20,Melissa "Miles Ahead" Miller,PurrfectParcel,67781270,$314.16,UNLOADED AND NO REPLACEMENT,
20,Bob "Bulldozer" Baxter,Wonderland Couriers,54130731,$324.15,UNLOADED,
20,Dennis "Driver Dragon" Davis,TimeWarp Deliveries,69467738,$340.68,UNLOADED,
21,Ron "Road Roller" Robinson,ZippityZoo Shipments,89162271,$360.34,UNLOADED,
21,Bob "Bulldozer" Baxter,Wonderland Couriers,67467135,$297.85,UNLOADED,
21,Dennis "Driver Dragon" Davis,TimeWarp Deliveries,85130410,$477.23,UNLOADED,
22,Ron "Road Roller" Robinson,ZippityZoo Shipments,29780739,$247.61,UNLOADED,
22,Bob "Bulldozer" Baxter,Wonderland Couriers,27107675,$498.85,UNLOADED,
22,Dennis "Driver Dragon" Davis,TimeWarp Deliveries,12637812,$216.60,UNLOADED,
23,Ron "Road Roller" Robinson,ZippityZoo Shipments,77634550,$169.31,UNLOADED,
23,Bob "Bulldozer" Baxter,Wonderland Couriers,62592811,$173.52,UNLOADED AND NO REPLACEMENT,
23,Dennis "Driver Dragon" Davis,TimeWarp Deliveries,03749130,$183.24,UNLOADED,
24,Ron "Road Roller" Robinson,ZippityZoo Shipments,76064192,$405.63,UNLOADED,
24,Sandra "Semi Siren" Spencer,PostMates Express,72904430,$357.72,UNLOADED,
24,Dennis "Driver Dragon" Davis,TimeWarp Deliveries,70240350,$362.83,UNLOADED,
25,Ron "Road Roller" Robinson,ZippityZoo Shipments,68205748,$140.21,UNLOADED,
25,Sandra "Semi Siren" Spencer,PostMates Express,92900994,$316.77,UNLOADED,
25,Dennis "Driver Dragon" Davis,TimeWarp Deliveries,72231327,$422.15,UNLOADED AND NO REPLACEMENT,
26,Ron "Road Roller" Robinson,ZippityZoo Shipments,92936532,$346.20,UNLOADED AND NO REPLACEMENT,
26,Sandra "Semi Siren" Spencer,PostMates Express,48139778,$136.79,UNLOADED,
26,Gary "Gravel Grinder" Gordon,Rainbow Courier,05413549,$442.95,UNLOADED,
27,Wendy "Wheels" Wilson,Loch Ness Logistics,43401825,$55.95,UNLOADED,
27,Sandra "Semi Siren" Spencer,PostMates Express,85518828,$132.81,UNLOADED,
27,Gary "Gravel Grinder" Gordon,Rainbow Courier,37983732,$447.02,UNLOADED,
28,Wendy "Wheels" Wilson,Loch Ness Logistics,63452312,$116.10,UNLOADED,
28,Sandra "Semi Siren" Spencer,PostMates Express,33936240,$309.11,UNLOADED,
28,Gary "Gravel Grinder" Gordon,Rainbow Courier,14440067,$166.95,UNLOADED AND NO REPLACEMENT,
29,Wendy "Wheels" Wilson,Loch Ness Logistics,19116879,$424.73,UNLOADED AND NO REPLACEMENT,
29,Sandra "Semi Siren" Spencer,PostMates Express,05094840,$397.23,UNLOADED,
29,Terry "Truckin' Terrier" Taylor,JollyRoger Delivery,88268727,$362.92,UNLOADED,
30,Carla "Gearshift" Greene,TimeSleuth Deliveries,98956890,$171.59,UNLOADED,
30,Sandra "Semi Siren" Spencer,PostMates Express,99499149,$260.81,UNLOADED AND NO REPLACEMENT,
30,Terry "Truckin' Terrier" Taylor,JollyRoger Delivery,94969811,$310.91,UNLOADED,
31,Carla "Gearshift" Greene,TimeSleuth Deliveries,71771982,$390.93,UNLOADED,
31,Andrea "Acceleration Ace" Adams,UPSpeedy Parcel,15919680,$223.15,UNLOADED,
31,Terry "Truckin' Terrier" Taylor,JollyRoger Delivery,53118092,$243.13,UNLOADED,
32,Carla "Gearshift" Greene,TimeSleuth Deliveries,85188219,$104.35,UNLOADED,
32,Andrea "Acceleration Ace" Adams,UPSpeedy Parcel,95869831,$364.20,UNLOADED,
32,Terry "Truckin' Terrier" Taylor,JollyRoger Delivery,47121282,$114.89,UNLOADED,
33,Carla "Gearshift" Greene,TimeSleuth Deliveries,87768141,$182.51,UNLOADED AND NO REPLACEMENT,
33,Andrea "Acceleration Ace" Adams,UPSpeedy Parcel,69400981,$136.36,UNLOADED,
33,Terry "Truckin' Terrier" Taylor,JollyRoger Delivery,83079867,$257.41,UNLOADED,
34,Joe "Overdrive" O'Brien,SpacePenguin Express,36693582,$172.51,UNLOADED,
34,Andrea "Acceleration Ace" Adams,UPSpeedy Parcel,96390743,$343.93,UNLOADED,
34,Terry "Truckin' Terrier" Taylor,JollyRoger Delivery,49001420,$396.09,UNLOADED,
35,Joe "Overdrive" O'Brien,SpacePenguin Express,75918461,$439.75,UNLOADED,
35,Andrea "Acceleration Ace" Adams,UPSpeedy Parcel,53627314,$328.12,UNLOADED,
35,Terry "Truckin' Terrier" Taylor,JollyRoger Delivery,54060212,$235.35,UNLOADED,
36,Joe "Overdrive" O'Brien,SpacePenguin Express,98195117,$218.11,UNLOADED,
36,Andrea "Acceleration Ace" Adams,UPSpeedy Parcel,25704866,$358.05,UNLOADED,
36,Terry "Truckin' Terrier" Taylor,JollyRoger Delivery,92992913,$310.92,UNLOADED,
37,Joe "Overdrive" O'Brien,SpacePenguin Express,02049418,$494.59,UNLOADED,
37,Andrea "Acceleration Ace" Adams,UPSpeedy Parcel,04718927,$307.28,UNLOADED,
37,Terry "Truckin' Terrier" Taylor,JollyRoger Delivery,17453289,$288.24,UNLOADED,
38,Joe "Overdrive" O'Brien,SpacePenguin Express,52918133,$442.42,UNLOADED,
38,Andrea "Acceleration Ace" Adams,UPSpeedy Parcel,54534907,$272.88,UNLOADED,
38,Terry "Truckin' Terrier" Taylor,JollyRoger Delivery,98469843,$391.42,UNLOADED AND NO REPLACEMENT,
39,Joe "Overdrive" O'Brien,SpacePenguin Express,24111025,$247.52,UNLOADED,
