Time Increment, Driver's name, Company Name, CrateID, Crate Value, Status
34,Lisa "Long Haul" Lawrence,Starship Supplies,09805775,$140.75,UNLOADED,
35,Bill "Big Hauler" Bennett,PirateParcel Plunder,11313604,$247.29,UNLOADED,
35,Lisa "Long Haul" Lawrence,Starship Supplies,24937758,$451.19,UNLOADED,
36,Bill "Big Hauler" Bennett,PirateParcel Plunder,90074076,$165.67,UNLOADED,
36,Lisa "Long Haul" Lawrence,Starship Supplies,23125242,$473.47,UNLOADED AND NO REPLACEMENT,
37,Bill "Big Hauler" Bennett,PirateParcel Plunder,68085502,$404.93,UNLOADED,
37,Andrea "Acceleration Ace" Adams,PurrfectParcel,43193732,$193.88,UNLOADED,
38,Bill "Big Hauler" Bennett,PirateParcel Plunder,06041175,$90.81,UNLOADED,
38,Andrea "Acceleration Ace" Adams,PurrfectParcel,24873134,$476.28,UNLOADED,
39,Bill "Big Hauler" Bennett,PirateParcel Plunder,63247366,$105.42,UNLOADED,
39,Andrea "Acceleration Ace" Adams,PurrfectParcel,97052059,$227.90,UNLOADED AND NO REPLACEMENT,
40,Bill "Big Hauler" Bennett,PirateParcel Plunder,66375126,$97.99,UNLOADED AND NO REPLACEMENT,
40,Carl "Caravan Captain" Carr,MartianMovers,90839943,$268.66,UNLOADED,
41,Rachel "Ramp Runner" Ramirez,Ewok Express,20311732,$69.67,UNLOADED,
41,Carl "Caravan Captain" Carr,MartianMovers,88824399,$357.80,UNLOADED,
42,Rachel "Ramp Runner" Ramirez,Ewok Express,47203163,$173.29,UNLOADED,
42,Carl "Caravan Captain" Carr,MartianMovers,86055846,$350.23,UNLOADED,
43,Rachel "Ramp Runner" Ramirez,Ewok Express,47699733,$178.35,UNLOADED,
43,Carl "Caravan Captain" Carr,MartianMovers,13935373,$495.03,UNLOADED,
44,Rachel "Ramp Runner" Ramirez,Ewok Express,76490919,$74.04,UNLOADED,
44,Carl "Caravan Captain" Carr,MartianMovers,53817215,$297.88,UNLOADED,
45,Rachel "Ramp Runner" Ramirez,Ewok Express,64763966,$485.53,UNLOADED,
45,Carl "Caravan Captain" Carr,MartianMovers,23678071,$199.75,UNLOADED,
46,Rachel "Ramp Runner" Ramirez,Ewok Express,02209512,$169.39,UNLOADED,
46,Carl "Caravan Captain" Carr,MartianMovers,50625081,$431.76,UNLOADED,
47,Rachel "Ramp Runner" Ramirez,Ewok Express,66423118,$489.71,UNLOADED,
47,Carl "Caravan Captain" Carr,MartianMovers,32305918,$360.80,UNLOADED,
"$7,400.00","$25,237.71","$17,837.71",
2,Steve "Silver Streak" Sullivan,Rainbow Courier,23641618,$212.49,UNLOADED,
3,Steve "Silver Streak" Sullivan,Rainbow Courier,52774781,$289.93,UNLOADED,
4,Steve "Silver Streak" Sullivan,Rainbow Courier,71532856,$456.85,UNLOADED AND NO REPLACEMENT,
4,Carla "Gearshift" Greene,DragonWings Express,44058821,$334.37,UNLOADED,
5,Sam "Speed Demon" Stewart,VikingVoyage,82060046,$102.43,UNLOADED AND NO REPLACEMENT,
5,Carla "Gearshift" Greene,DragonWings Express,58539834,$244.46,UNLOADED,
6,Carla "Gearshift" Greene,DragonWings Express,35065234,$377.40,UNLOADED,
7,Carla "Gearshift" Greene,DragonWings Express,87618191,$246.88,UNLOADED,
8,Mark "Mud Mover" Morris,ZenZebra Deliveries,23875888,$306.97,UNLOADED,
8,Carla "Gearshift" Greene,DragonWings Express,96886841,$309.07,UNLOADED,
9,Mark "Mud Mover" Morris,ZenZebra Deliveries,56045981,$211.03,UNLOADED,
9,Carla "Gearshift" Greene,DragonWings Express,89400414,$344.41,UNLOADED,
10,Mark "Mud Mover" Morris,ZenZebra Deliveries,81876928,$251.59,UNLOADED,
10,Carla "Gearshift" Greene,DragonWings Express,23161395,$228.38,UNLOADED,
11,Mark "Mud Mover" Morris,ZenZebra Deliveries,28256294,$173.36,UNLOADED AND NO REPLACEMENT,
11,Carla "Gearshift" Greene,DragonWings Express,69052966,$87.15,UNLOADED AND NO REPLACEMENT,
12,Ray "Roadway Ranger" Rogers,X-Files Deliveries,18394793,$329.90,UNLOADED,
12,Grace "Gasoline Gal" Garcia,NinjaNest Express,71382878,$59.34,UNLOADED AND NO REPLACEMENT,
13,Ray "Roadway Ranger" Rogers,X-Files Deliveries,94755939,$423.10,UNLOADED,
13,Jack "Big Rig" Johnson,UPSpeedy Parcel,00425344,$383.00,UNLOADED AND NO REPLACEMENT,
14,Ray "Roadway Ranger" Rogers,X-Files Deliveries,18447868,$181.97,UNLOADED,
14,Steve "Silver Streak" Sullivan,TimeSleuth Deliveries,53653795,$122.14,UNLOADED,
15,Ray "Roadway Ranger" Rogers,X-Files Deliveries,04885903,$313.27,UNLOADED,
15,Steve "Silver Streak" Sullivan,TimeSleuth Deliveries,17843789,$135.26,UNLOADED,
16,Ray "Roadway Ranger" Rogers,X-Files Deliveries,19852714,$295.85,UNLOADED,
16,Steve "Silver Streak" Sullivan,TimeSleuth Deliveries,38496196,$269.45,UNLOADED,
17,Ray "Roadway Ranger" Rogers,X-Files Deliveries,95091835,$488.66,UNLOADED,
17,Steve "Silver Streak" Sullivan,TimeSleuth Deliveries,60369879,$241.26,UNLOADED,
18,Ray "Roadway Ranger" Rogers,X-Files Deliveries,93375409,$324.77,UNLOADED,
18,Steve "Silver Streak" Sullivan,TimeSleuth Deliveries,91517273,$212.52,UNLOADED,
19,Ray "Roadway Ranger" Rogers,X-Files Deliveries,75374875,$195.67,UNLOADED,
19,Steve "Silver Streak" Sullivan,TimeSleuth Deliveries,68462776,$494.22,UNLOADED,
20,Ray "Roadway Ranger" Rogers,X-Files Deliveries,05423190,$331.43,UNLOADED,
20,Steve "Silver Streak" Sullivan,TimeSleuth Deliveries,34390706,$270.02,UNLOADED,
21,Ray "Roadway Ranger" Rogers,X-Files Deliveries,75932166,$212.00,UNLOADED AND NO REPLACEMENT,
21,Steve "Silver Streak" Sullivan,TimeSleuth Deliveries,40468579,$227.24,UNLOADED,
22,Ron "Road Roller" Robinson,Superhero Supply Service,57356425,$429.56,UNLOADED,
22,Steve "Silver Streak" Sullivan,TimeSleuth Deliveries,08417452,$360.73,UNLOADED,
23,Ron "Road Roller" Robinson,Superhero Supply Service,84069630,$495.48,UNLOADED AND NO REPLACEMENT,
23,Steve "Silver Streak" Sullivan,TimeSleuth Deliveries,18907828,$86.61,UNLOADED AND NO REPLACEMENT,
24,Larry "Lugnut" Lawson,KnightShift Deliveries,52868527,$313.33,UNLOADED,
24,Greg "Gritty Grind" Greene,ZenZebra Deliveries,62501157,$201.39,UNLOADED,
25,Larry "Lugnut" Lawson,KnightShift Deliveries,42145610,$433.26,UNLOADED,
25,Greg "Gritty Grind" Greene,ZenZebra Deliveries,74480612,$419.96,UNLOADED,
26,Larry "Lugnut" Lawson,KnightShift Deliveries,73788536,$257.25,UNLOADED,
26,Greg "Gritty Grind" Greene,ZenZebra Deliveries,31372187,$169.25,UNLOADED AND NO REPLACEMENT,
27,Larry "Lugnut" Lawson,KnightShift Deliveries,95583947,$376.76,UNLOADED,
27,Laura "Light Load" Lambert,DinoDispatch,82308268,$62.54,UNLOADED,
28,Larry "Lugnut" Lawson,KnightShift Deliveries,80806486,$336.74,UNLOADED,
28,Laura "Light Load" Lambert,DinoDispatch,70938662,$216.29,UNLOADED,
29,Larry "Lugnut" Lawson,KnightShift Deliveries,76131372,$254.50,UNLOADED AND NO REPLACEMENT,
29,Laura "Light Load" Lambert,DinoDispatch,59887886,$55.99,UNLOADED,
30,Gary "Gravel Grinder" Gordon,Boxzilla Shipping,14645004,$447.89,UNLOADED,
30,Laura "Light Load" Lambert,DinoDispatch,25370454,$305.89,UNLOADED,
31,Gary "Gravel Grinder" Gordon,Boxzilla Shipping,86748199,$314.20,UNLOADED,
31,Laura "Light Load" Lambert,DinoDispatch,10771685,$325.20,UNLOADED,
32,Gary "Gravel Grinder" Gordon,Boxzilla Shipping,65072213,$328.46,UNLOADED,
32,Laura "Light Load" Lambert,DinoDispatch,23908520,$168.01,UNLOADED,
33,Gary "Gravel Grinder" Gordon,Boxzilla Shipping,84592106,$75.63,UNLOADED,
33,Laura "Light Load" Lambert,DinoDispatch,65399154,$280.29,UNLOADED,
34,Gary "Gravel Grinder" Gordon,Boxzilla Shipping,20427878,$82.96,UNLOADED,
34,Laura "Light Load" Lambert,DinoDispatch,43348605,$183.75,UNLOADED,
35,Gary "Gravel Grinder" Gordon,Boxzilla Shipping,91105206,$218.47,UNLOADED,
35,Laura "Light Load" Lambert,DinoDispatch,59846249,$480.40,UNLOADED,
36,Gary "Gravel Grinder" Gordon,Boxzilla Shipping,08521310,$369.24,UNLOADED,
36,Laura "Light Load" Lambert,DinoDispatch,59007289,$441.27,UNLOADED AND NO REPLACEMENT,
37,Gary "Gravel Grinder" Gordon,Boxzilla Shipping,42673200,$328.35,UNLOADED,
37,Mark "Mud Mover" Morris,ApolloAstronautics,64123122,$342.29,UNLOADED,
38,Gary "Gravel Grinder" Gordon,Boxzilla Shipping,66517877,$435.47,UNLOADED AND NO REPLACEMENT,
38,Mark "Mud Mover" Morris,ApolloAstronautics,84608785,$329.92,UNLOADED AND NO REPLACEMENT,
39,Dave "Freight Train" Foster,SpacePenguin Express,27803330,$168.41,UNLOADED AND NO REPLACEMENT,
39,Sandra "Semi Siren" Spencer,PirateParcel Plunder,37099686,$397.92,UNLOADED,
40,Carla "Gearshift" Greene,SecretAgent Shipping,13667371,$491.11,UNLOADED,
40,Sandra "Semi Siren" Spencer,PirateParcel Plunder,17453088,$426.11,UNLOADED AND NO REPLACEMENT,
41,Carla "Gearshift" Greene,SecretAgent Shipping,58563754,$148.58,UNLOADED AND NO REPLACEMENT,
41,Terry "Truckin' Terrier" Taylor,BubbleWrap Express,32702412,$231.66,UNLOADED,
42,Carl "Caravan Captain" Carr,ZenZebra Deliveries,99504006,$77.58,UNLOADED,
42,Terry "Truckin' Terrier" Taylor,BubbleWrap Express,19016057,$159.86,UNLOADED,
43,Carl "Caravan Captain" Carr,ZenZebra Deliveries,33988655,$438.56,UNLOADED,
43,Terry "Truckin' Terrier" Taylor,BubbleWrap Express,30916083,$473.23,UNLOADED,
44,Carl "Caravan Captain" Carr,ZenZebra Deliveries,19837628,$193.36,UNLOADED,
44,Terry "Truckin' Terrier" Taylor,BubbleWrap Express,05799973,$64.24,UNLOADED,
45,Carl "Caravan Captain" Carr,ZenZebra Deliveries,71172338,$363.37,UNLOADED,
45,Terry "Truckin' Terrier" Taylor,BubbleWrap Express,30224047,$131.06,UNLOADED,
46,Carl "Caravan Captain" Carr,ZenZebra Deliveries,76217571,$95.71,UNLOADED,
46,Terry "Truckin' Terrier" Taylor,BubbleWrap Express,44102064,$282.84,UNLOADED AND NO REPLACEMENT,
47,Carl "Caravan Captain" Carr,ZenZebra Deliveries,93161046,$72.34,UNLOADED,
47,Grace "Gasoline Gal" Garcia,FairyTale Freight,30834410,$104.27,UNLOADED,
"$7,000.00","$23,935.38","$16,935.38",
6,Sam "Speed Demon" Stewart,Superhero Supply Service,34033389,$383.63,UNLOADED AND NO REPLACEMENT,
12,Donna "Diesel Dynamo" Diaz,TimeMachine Transport,66991326,$386.36,UNLOADED,
13,Donna "Diesel Dynamo" Diaz,TimeMachine Transport,79518389,$390.67,UNLOADED,
14,Donna "Diesel Dynamo" Diaz,TimeMachine Transport,57655457,$182.59,UNLOADED,
14,Pete "Payload" Patterson,PixieParcel,53724200,$240.22,UNLOADED,
15,Donna "Diesel Dynamo" Diaz,TimeMachine Transport,79244577,$156.98,UNLOADED,
15,Pete "Payload" Patterson,PixieParcel,25161040,$456.50,UNLOADED,
16,Donna "Diesel Dynamo" Diaz,TimeMachine Transport,31568503,$109.67,UNLOADED,
16,Pete "Payload" Patterson,PixieParcel,93332707,$414.02,UNLOADED,
17,Donna "Diesel Dynamo" Diaz,TimeMachine Transport,87444903,$438.86,UNLOADED,
17,Pete "Payload" Patterson,PixieParcel,47294402,$425.35,UNLOADED,
18,Donna "Diesel Dynamo" Diaz,TimeMachine Transport,24355272,$167.51,UNLOADED,
18,Pete "Payload" Patterson,PixieParcel,25620433,$366.04,UNLOADED AND NO REPLACEMENT,
19,Donna "Diesel Dynamo" Diaz,TimeMachine Transport,83104544,$250.37,UNLOADED,
19,Roger "Rubber Roadster" Reynolds,Ewok Express,52803650,$233.05,UNLOADED,
20,Donna "Diesel Dynamo" Diaz,TimeMachine Transport,86883904,$301.53,UNLOADED,
20,Roger "Rubber Roadster" Reynolds,Ewok Express,97948149,$242.87,UNLOADED,
21,Donna "Diesel Dynamo" Diaz,TimeMachine Transport,43506944,$66.00,UNLOADED AND NO REPLACEMENT,
21,Roger "Rubber Roadster" Reynolds,Ewok Express,84572917,$241.10,UNLOADED,
22,Mark "Mud Mover" Morris,MonsterMover Express,49752035,$393.81,UNLOADED,
22,Roger "Rubber Roadster" Reynolds,Ewok Express,31398089,$359.21,UNLOADED,
23,Mark "Mud Mover" Morris,MonsterMover Express,52954321,$187.69,UNLOADED,
23,Roger "Rubber Roadster" Reynolds,Ewok Express,03377318,$109.79,UNLOADED,
24,Mark "Mud Mover" Morris,MonsterMover Express,16782323,$267.00,UNLOADED,
24,Roger "Rubber Roadster" Reynolds,Ewok Express,86611281,$79.65,UNLOADED,
25,Mark "Mud Mover" Morris,MonsterMover Express,40625937,$478.19,UNLOADED,
25,Roger "Rubber Roadster" Reynolds,Ewok Express,24575430,$189.45,UNLOADED,
26,Mark "Mud Mover" Morris,MonsterMover Express,85427540,$82.33,UNLOADED,
26,Roger "Rubber Roadster" Reynolds,Ewok Express,48535928,$111.17,UNLOADED AND NO REPLACEMENT,
27,Mark "Mud Mover" Morris,MonsterMover Express,67393301,$308.45,UNLOADED,
27,Tom "Tanker King" Turner,DinoDispatch,43256591,$491.68,UNLOADED,
28,Mark "Mud Mover" Morris,MonsterMover Express,45849815,$242.67,UNLOADED,
28,Tom "Tanker King" Turner,DinoDispatch,28525631,$206.65,UNLOADED,
29,Mark "Mud Mover" Morris,MonsterMover Express,34672146,$444.61,UNLOADED,
29,Tom "Tanker King" Turner,DinoDispatch,08382764,$102.35,UNLOADED,
30,Mark "Mud Mover" Morris,MonsterMover Express,30772464,$310.19,UNLOADED,
30,Tom "Tanker King" Turner,DinoDispatch,09495505,$313.71,UNLOADED,
31,Mark "Mud Mover" Morris,MonsterMover Express,17989451,$363.96,UNLOADED AND NO REPLACEMENT,
31,Tom "Tanker King" Turner,DinoDispatch,97364951,$76.70,UNLOADED AND NO REPLACEMENT,
32,Sandra "Semi Siren" Spencer,TimeWarp Deliveries,27857705,$157.94,UNLOADED,
32,Carl "Caravan Captain" Carr,MartianMovers,64007545,$147.65,UNLOADED AND NO REPLACEMENT,
33,Sandra "Semi Siren" Spencer,TimeWarp Deliveries,93956381,$319.69,UNLOADED,
33,Judy "Junction Jockey" Johnson,DragonWings Express,11802096,$313.58,UNLOADED,
34,Sandra "Semi Siren" Spencer,TimeWarp Deliveries,46934767,$319.62,UNLOADED,
34,Judy "Junction Jockey" Johnson,DragonWings Express,33559475,$106.13,UNLOADED,
35,Sandra "Semi Siren" Spencer,TimeWarp Deliveries,65344462,$162.22,UNLOADED,
35,Judy "Junction Jockey" Johnson,DragonWings Express,73217981,$412.46,UNLOADED,
36,Sandra "Semi Siren" Spencer,TimeWarp Deliveries,04529883,$478.99,UNLOADED,
36,Judy "Junction Jockey" Johnson,DragonWings Express,19785306,$254.29,UNLOADED,
37,Sandra "Semi Siren" Spencer,TimeWarp Deliveries,18530900,$314.89,UNLOADED,
37,Judy "Junction Jockey" Johnson,DragonWings Express,94185412,$114.62,UNLOADED,
38,Sandra "Semi Siren" Spencer,TimeWarp Deliveries,41856822,$91.45,UNLOADED,
38,Judy "Junction Jockey" Johnson,DragonWings Express,83715272,$152.11,UNLOADED,
39,Sandra "Semi Siren" Spencer,TimeWarp Deliveries,33857545,$225.18,UNLOADED,
39,Judy "Junction Jockey" Johnson,DragonWings Express,35546734,$291.01,UNLOADED,
40,Sandra "Semi Siren" Spencer,TimeWarp Deliveries,98157298,$336.02,UNLOADED AND NO REPLACEMENT,
40,Judy "Junction Jockey" Johnson,DragonWings Express,42979812,$453.32,UNLOADED,
41,Ray "Roadway Ranger" Rogers,FairyWings Express,45127275,$253.73,UNLOADED AND NO REPLACEMENT,
41,Judy "Junction Jockey" Johnson,DragonWings Express,06124667,$210.44,UNLOADED,
42,Joe "Overdrive" O'Brien,BubbleWrap Express,72647719,$413.16,UNLOADED,
42,Judy "Junction Jockey" Johnson,DragonWings Express,13424685,$172.23,UNLOADED AND NO REPLACEMENT,
43,Joe "Overdrive" O'Brien,BubbleWrap Express,77920609,$336.35,UNLOADED,
43,Gary "Gravel Grinder" Gordon,SpacePenguin Express,44098081,$409.90,UNLOADED AND NO REPLACEMENT,
44,Joe "Overdrive" O'Brien,BubbleWrap Express,26486230,$72.72,UNLOADED,
44,Terry "Truckin' Terrier" Taylor,VikingVoyage,41056277,$365.08,UNLOADED,
45,Joe "Overdrive" O'Brien,BubbleWrap Express,48703908,$101.84,UNLOADED,
45,Terry "Truckin' Terrier" Taylor,VikingVoyage,86190198,$126.37,UNLOADED,
46,Joe "Overdrive" O'Brien,BubbleWrap Express,65114727,$414.91,UNLOADED AND NO REPLACEMENT,
46,Terry "Truckin' Terrier" Taylor,VikingVoyage,57057252,$324.15,UNLOADED,
47,Michelle "Midnight Rider" Martinez,PixieParcel,34063187,$365.87,UNLOADED,
47,Terry "Truckin' Terrier" Taylor,VikingVoyage,12527177,$410.77,UNLOADED,
"$5,900.00","$19,201.27","$13,301.27",
3,Denise "Diesel Duchess" Davis,StellarDelivery,82469761,$388.07,UNLOADED,
4,Denise "Diesel Duchess" Davis,StellarDelivery,04746822,$219.88,UNLOADED,
5,Denise "Diesel Duchess" Davis,StellarDelivery,27581269,$228.91,UNLOADED,
6,Denise "Diesel Duchess" Davis,StellarDelivery,51038061,$499.62,UNLOADED,
7,Denise "Diesel Duchess" Davis,StellarDelivery,06104474,$299.35,UNLOADED,
8,Denise "Diesel Duchess" Davis,StellarDelivery,90331833,$394.82,UNLOADED,
8,Wayne "Wheeler Warrior" Warren,StellarDelivery,24056450,$449.13,UNLOADED AND NO REPLACEMENT,
9,Denise "Diesel Duchess" Davis,StellarDelivery,67120602,$281.28,UNLOADED,
10,Denise "Diesel Duchess" Davis,StellarDelivery,76465018,$84.80,UNLOADED,
11,Denise "Diesel Duchess" Davis,StellarDelivery,96725993,$57.84,UNLOADED AND NO REPLACEMENT,
12,Carla "Gearshift" Greene,ZippityZoo Shipments,85411128,$404.64,UNLOADED,
13,Carla "Gearshift" Greene,ZippityZoo Shipments,88890963,$257.18,UNLOADED,
13,Cindy "Concrete Cowboy" Carter,DHLuxe Deliveries,17353988,$408.95,UNLOADED,
14,Carla "Gearshift" Greene,ZippityZoo Shipments,08539676,$240.44,UNLOADED,
14,Cindy "Concrete Cowboy" Carter,DHLuxe Deliveries,30402620,$132.72,UNLOADED AND NO REPLACEMENT,
15,Carla "Gearshift" Greene,ZippityZoo Shipments,14697628,$345.97,UNLOADED,
15,Jack "Big Rig" Johnson,Genie in a Parcel,34097152,$307.02,UNLOADED,
16,Carla "Gearshift" Greene,ZippityZoo Shipments,42118743,$420.52,UNLOADED,
16,Jack "Big Rig" Johnson,Genie in a Parcel,61892952,$82.22,UNLOADED,
17,Carla "Gearshift" Greene,ZippityZoo Shipments,25117176,$316.95,UNLOADED,
17,Jack "Big Rig" Johnson,Genie in a Parcel,62630208,$136.55,UNLOADED,
18,Carla "Gearshift" Greene,ZippityZoo Shipments,74499951,$483.34,UNLOADED AND NO REPLACEMENT,
18,Jack "Big Rig" Johnson,Genie in a Parcel,92070814,$286.12,UNLOADED,
19,Wayne "Wheeler Warrior" Warren,SpacePenguin Express,22297079,$238.26,UNLOADED,
19,Jack "Big Rig" Johnson,Genie in a Parcel,30640309,$146.42,UNLOADED,
20,Wayne "Wheeler Warrior" Warren,SpacePenguin Express,18671370,$147.26,UNLOADED,
20,Jack "Big Rig" Johnson,Genie in a Parcel,27868397,$406.69,UNLOADED AND NO REPLACEMENT,
21,Wayne "Wheeler Warrior" Warren,SpacePenguin Express,43058981,$169.03,UNLOADED AND NO REPLACEMENT,
21,Tom "Tanker King" Turner,VikingVoyage,20131866,$316.55,UNLOADED,
22,Jack "Big Rig" Johnson,Amazonia Deliveries,50931954,$429.57,UNLOADED,
22,Tom "Tanker King" Turner,VikingVoyage,38552587,$167.64,UNLOADED,
23,Jack "Big Rig" Johnson,Amazonia Deliveries,50608273,$109.44,UNLOADED,
23,Tom "Tanker King" Turner,VikingVoyage,98046436,$419.95,UNLOADED,
24,Jack "Big Rig" Johnson,Amazonia Deliveries,12022386,$458.95,UNLOADED,
24,Tom "Tanker King" Turner,VikingVoyage,26397307,$373.64,UNLOADED,
25,Jack "Big Rig" Johnson,Amazonia Deliveries,28211131,$190.32,UNLOADED,
25,Tom "Tanker King" Turner,VikingVoyage,00147669,$54.26,UNLOADED,
26,Jack "Big Rig" Johnson,Amazonia Deliveries,81998341,$146.53,UNLOADED,
26,Tom "Tanker King" Turner,VikingVoyage,98416719,$207.09,UNLOADED,
27,Jack "Big Rig" Johnson,Amazonia Deliveries,38599657,$159.11,UNLOADED,
27,Tom "Tanker King" Turner,VikingVoyage,53450001,$84.22,UNLOADED,
28,Jack "Big Rig" Johnson,Amazonia Deliveries,14104352,$215.50,UNLOADED AND NO REPLACEMENT,
28,Tom "Tanker King" Turner,VikingVoyage,37854924,$141.51,UNLOADED,
29,Greg "Gritty Grind" Greene,SecretAgent Shipping,97634184,$430.71,UNLOADED,
29,Tom "Tanker King" Turner,VikingVoyage,31413901,$328.48,UNLOADED AND NO REPLACEMENT,
30,Greg "Gritty Grind" Greene,SecretAgent Shipping,15677841,$95.61,UNLOADED,
30,Jack "Big Rig" Johnson,StellarDelivery,40065570,$125.07,UNLOADED,
31,Greg "Gritty Grind" Greene,SecretAgent Shipping,91512438,$261.70,UNLOADED,
