Time Increment, Driver's name, Company Name, CrateID, Crate Value, Status
32,Mark "Mud Mover" Morris,Starship Supplies,22170458,$445.66,UNLOADED,
32,Linda "Lane Lover" Lewis,Genie in a Parcel,72641950,$82.88,UNLOADED,
33,Ron "Road Roller" Robinson,PurrfectParcel,72158865,$361.57,UNLOADED AND NO REPLACEMENT,
33,Mark "Mud Mover" Morris,Starship Supplies,89508359,$113.78,UNLOADED,
33,Linda "Lane Lover" Lewis,Genie in a Parcel,35819067,$347.16,UNLOADED,
34,Greg "Gritty Grind" Greene,ZippityZoo Shipments,42689977,$156.87,UNLOADED,
34,Mark "Mud Mover" Morris,Starship Supplies,79488196,$269.28,UNLOADED AND NO REPLACEMENT,
34,Linda "Lane Lover" Lewis,Genie in a Parcel,58455707,$472.22,UNLOADED AND NO REPLACEMENT,
35,Greg "Gritty Grind" Greene,ZippityZoo Shipments,97073843,$337.75,UNLOADED,
36,Greg "Gritty Grind" Greene,ZippityZoo Shipments,12975554,$130.67,UNLOADED,
37,Greg "Gritty Grind" Greene,ZippityZoo Shipments,64226260,$95.03,UNLOADED AND NO REPLACEMENT,
37,Wayne "Wheeler Warrior" Warren,Superhero Supply Service,59923506,$227.13,UNLOADED,
38,Wayne "Wheeler Warrior" Warren,Superhero Supply Service,90294335,$227.18,UNLOADED,
39,Ron "Road Roller" Robinson,FairyTale Freight,81438288,$406.55,UNLOADED,
39,Wayne "Wheeler Warrior" Warren,Superhero Supply Service,35938539,$99.22,UNLOADED,
40,Ron "Road Roller" Robinson,FairyTale Freight,13226420,$361.20,UNLOADED,
40,Wayne "Wheeler Warrior" Warren,Superhero Supply Service,64835262,$128.61,UNLOADED AND NO REPLACEMENT,
41,Ron "Road Roller" Robinson,FairyTale Freight,37496770,$348.78,UNLOADED,
41,Laura "Light Load" Lambert,Leprechaun Logistics,90797375,$384.80,UNLOADED,
42,Ron "Road Roller" Robinson,FairyTale Freight,05290689,$469.46,UNLOADED AND NO REPLACEMENT,
42,Laura "Light Load" Lambert,Leprechaun Logistics,94820327,$78.35,UNLOADED,
43,Tim "Tire Tamer" Thompson,DragonWings Express,79062137,$301.34,UNLOADED,
43,Laura "Light Load" Lambert,Leprechaun Logistics,51357135,$132.18,UNLOADED,
44,Tim "Tire Tamer" Thompson,DragonWings Express,68542953,$453.04,UNLOADED,
44,Laura "Light Load" Lambert,Leprechaun Logistics,81714121,$384.10,UNLOADED,
45,Tim "Tire Tamer" Thompson,DragonWings Express,58087951,$414.74,UNLOADED,
45,Laura "Light Load" Lambert,Leprechaun Logistics,23388768,$131.55,UNLOADED,
45,Dave "Freight Train" Foster,Superhero Supply Service,85887296,$460.88,UNLOADED,
46,Tim "Tire Tamer" Thompson,DragonWings Express,47909474,$124.45,UNLOADED,
46,Laura "Light Load" Lambert,Leprechaun Logistics,04229587,$234.17,UNLOADED,
46,Dave "Freight Train" Foster,Superhero Supply Service,20666849,$69.63,UNLOADED,
47,Tim "Tire Tamer" Thompson,DragonWings Express,96199353,$144.67,UNLOADED,
47,Laura "Light Load" Lambert,Leprechaun Logistics,77047487,$498.28,UNLOADED,
47,Dave "Freight Train" Foster,Superhero Supply Service,94231430,$403.99,UNLOADED,
47,Ray "Roadway Ranger" Rogers,TimeMachine Transport,38325315,$489.56,UNLOADED,
"$8,300.00","$27,393.95","$19,093.95",
2,Bob "Bulldozer" Baxter,NinjaNest Express,35714409,$429.64,UNLOADED,
3,Bob "Bulldozer" Baxter,NinjaNest Express,63983894,$306.41,UNLOADED,
4,Bob "Bulldozer" Baxter,NinjaNest Express,46560858,$311.68,UNLOADED,
5,Bob "Bulldozer" Baxter,NinjaNest Express,39877506,$231.09,UNLOADED,
5,Wendy "Wheels" Wilson,ApolloAstronautics,07586438,$237.78,UNLOADED AND NO REPLACEMENT,
6,Bob "Bulldozer" Baxter,NinjaNest Express,13614163,$279.08,UNLOADED,
7,Bob "Bulldozer" Baxter,NinjaNest Express,44886824,$122.27,UNLOADED,
8,Bob "Bulldozer" Baxter,NinjaNest Express,34791542,$390.81,UNLOADED,
9,Bob "Bulldozer" Baxter,NinjaNest Express,66994865,$439.98,UNLOADED,
10,Bob "Bulldozer" Baxter,NinjaNest Express,13666507,$494.87,UNLOADED AND NO REPLACEMENT,
10,Roger "Rubber Roadster" Reynolds,VikingVoyage,28445985,$362.45,UNLOADED,
11,Roger "Rubber Roadster" Reynolds,VikingVoyage,99446399,$98.72,UNLOADED,
12,Roger "Rubber Roadster" Reynolds,VikingVoyage,69466552,$212.35,UNLOADED,
13,Roger "Rubber Roadster" Reynolds,VikingVoyage,40749368,$386.84,UNLOADED AND NO REPLACEMENT,
15,Emily "Express Lane" Ellis,FedExpress,27357367,$181.68,UNLOADED,
16,Emily "Express Lane" Ellis,FedExpress,59842789,$171.05,UNLOADED,
17,Emily "Express Lane" Ellis,FedExpress,13664838,$103.59,UNLOADED AND NO REPLACEMENT,
19,Mark "Mud Mover" Morris,Starship Supplies,64099545,$218.95,UNLOADED AND NO REPLACEMENT,
22,Jack "Big Rig" Johnson,Leprechaun Logistics,59790269,$275.10,UNLOADED,
23,Jack "Big Rig" Johnson,Leprechaun Logistics,21993713,$234.81,UNLOADED,
24,Jack "Big Rig" Johnson,Leprechaun Logistics,93072310,$128.88,UNLOADED,
24,Steve "Silver Streak" Sullivan,DragonWings Express,07021786,$236.71,UNLOADED,
25,Jack "Big Rig" Johnson,Leprechaun Logistics,83414195,$154.99,UNLOADED,
25,Steve "Silver Streak" Sullivan,DragonWings Express,00108089,$97.65,UNLOADED,
25,Cindy "Concrete Cowboy" Carter,Superhero Supply Service,11382895,$340.47,UNLOADED,
26,Jack "Big Rig" Johnson,Leprechaun Logistics,60065500,$122.29,UNLOADED,
26,Steve "Silver Streak" Sullivan,DragonWings Express,47239583,$435.54,UNLOADED AND NO REPLACEMENT,
26,Cindy "Concrete Cowboy" Carter,Superhero Supply Service,05982680,$245.17,UNLOADED,
27,Jack "Big Rig" Johnson,Leprechaun Logistics,43793581,$388.97,UNLOADED,
27,Sarah "Steel Horse" Smith,SpacePenguin Express,93584344,$282.98,UNLOADED,
27,Cindy "Concrete Cowboy" Carter,Superhero Supply Service,05200262,$434.71,UNLOADED,
28,Jack "Big Rig" Johnson,Leprechaun Logistics,36639982,$180.50,UNLOADED,
28,Sarah "Steel Horse" Smith,SpacePenguin Express,76556711,$130.35,UNLOADED,
28,Cindy "Concrete Cowboy" Carter,Superhero Supply Service,01943259,$393.95,UNLOADED,
29,Jack "Big Rig" Johnson,Leprechaun Logistics,31207156,$345.94,UNLOADED,
29,Sarah "Steel Horse" Smith,SpacePenguin Express,65238950,$58.86,UNLOADED,
29,Cindy "Concrete Cowboy" Carter,Superhero Supply Service,56187034,$392.59,UNLOADED,
29,Tony "Tornado" Thompson,KnightShift Deliveries,28555457,$259.57,UNLOADED,
30,Jack "Big Rig" Johnson,Leprechaun Logistics,71883814,$200.72,UNLOADED AND NO REPLACEMENT,
30,Sarah "Steel Horse" Smith,SpacePenguin Express,29807721,$393.11,UNLOADED,
30,Cindy "Concrete Cowboy" Carter,Superhero Supply Service,29498595,$398.31,UNLOADED,
30,Tony "Tornado" Thompson,KnightShift Deliveries,18506646,$78.82,UNLOADED,
31,Donna "Diesel Dynamo" Diaz,Superhero Supply Service,60930078,$297.20,UNLOADED,
31,Sarah "Steel Horse" Smith,SpacePenguin Express,77398934,$54.82,UNLOADED AND NO REPLACEMENT,
31,Cindy "Concrete Cowboy" Carter,Superhero Supply Service,55362613,$292.10,UNLOADED AND NO REPLACEMENT,
31,Tony "Tornado" Thompson,KnightShift Deliveries,55694042,$374.62,UNLOADED AND NO REPLACEMENT,
32,Donna "Diesel Dynamo" Diaz,Superhero Supply Service,98867901,$201.56,UNLOADED,
33,Donna "Diesel Dynamo" Diaz,Superhero Supply Service,85442346,$475.89,UNLOADED,
33,Bob "Bulldozer" Baxter,FedExpress,19951824,$343.64,UNLOADED AND NO REPLACEMENT,
34,Donna "Diesel Dynamo" Diaz,Superhero Supply Service,88172267,$216.12,UNLOADED AND NO REPLACEMENT,
37,Holly "Haulin' Queen" Hayes,StellarDelivery,86558644,$78.55,UNLOADED,
38,Holly "Haulin' Queen" Hayes,StellarDelivery,25878252,$237.55,UNLOADED,
38,Tom "Tanker King" Turner,GnomeGlide Couriers,56217541,$318.94,UNLOADED,
39,Holly "Haulin' Queen" Hayes,StellarDelivery,62580703,$370.12,UNLOADED,
39,Tom "Tanker King" Turner,GnomeGlide Couriers,48160326,$146.91,UNLOADED,
39,Wayne "Wheeler Warrior" Warren,StellarDelivery,33220098,$248.69,UNLOADED AND NO REPLACEMENT,
40,Holly "Haulin' Queen" Hayes,StellarDelivery,26122040,$284.74,UNLOADED,
40,Tom "Tanker King" Turner,GnomeGlide Couriers,02177576,$391.77,UNLOADED,
40,Mike "Miles" Mitchell,GnomeGlide Couriers,63776243,$357.99,UNLOADED AND NO REPLACEMENT,
41,Holly "Haulin' Queen" Hayes,StellarDelivery,76635256,$366.23,UNLOADED,
41,Tom "Tanker King" Turner,GnomeGlide Couriers,87469654,$372.85,UNLOADED,
42,Holly "Haulin' Queen" Hayes,StellarDelivery,84906699,$365.38,UNLOADED,
42,Tom "Tanker King" Turner,GnomeGlide Couriers,20374807,$367.26,UNLOADED,
43,Holly "Haulin' Queen" Hayes,StellarDelivery,24755842,$309.91,UNLOADED,
43,Tom "Tanker King" Turner,GnomeGlide Couriers,40840829,$425.85,UNLOADED,
44,Holly "Haulin' Queen" Hayes,StellarDelivery,45409217,$101.86,UNLOADED,
44,Tom "Tanker King" Turner,GnomeGlide Couriers,00049685,$254.59,UNLOADED,
44,Donna "Diesel Dynamo" Diaz,VikingVoyage,59444924,$354.54,UNLOADED,
45,Holly "Haulin' Queen" Hayes,StellarDelivery,11888894,$54.87,UNLOADED,
45,Tom "Tanker King" Turner,GnomeGlide Couriers,54582136,$427.96,UNLOADED,
45,Donna "Diesel Dynamo" Diaz,VikingVoyage,59485162,$493.14,UNLOADED,
46,Holly "Haulin' Queen" Hayes,StellarDelivery,77475867,$325.34,UNLOADED AND NO REPLACEMENT,
46,Tom "Tanker King" Turner,GnomeGlide Couriers,17679973,$376.06,UNLOADED,
46,Donna "Diesel Dynamo" Diaz,VikingVoyage,77094815,$213.67,UNLOADED,
47,Tom "Tanker King" Turner,GnomeGlide Couriers,83703020,$408.35,UNLOADED AND NO REPLACEMENT,
47,Donna "Diesel Dynamo" Diaz,VikingVoyage,98937401,$435.46,UNLOADED,
"$6,000.00","$21,534.76","$15,534.76",
0,Holly "Haulin' Queen" Hayes,Sherlock Shipping,70449693,$302.07,UNLOADED,
1,Holly "Haulin' Queen" Hayes,Sherlock Shipping,66345496,$468.10,UNLOADED,
2,Holly "Haulin' Queen" Hayes,Sherlock Shipping,84971984,$291.97,UNLOADED,
3,Holly "Haulin' Queen" Hayes,Sherlock Shipping,77362846,$378.19,UNLOADED,
4,Holly "Haulin' Queen" Hayes,Sherlock Shipping,03794544,$293.08,UNLOADED,
4,Doug "Dangerous Curve" Duncan,FedExpress,42448725,$128.73,UNLOADED,
5,Holly "Haulin' Queen" Hayes,Sherlock Shipping,18091412,$281.68,UNLOADED,
5,Doug "Dangerous Curve" Duncan,FedExpress,95963894,$496.37,UNLOADED,
5,Amber "Asphalt Angel" Anderson,Bigfoot Shipping,13050038,$339.11,UNLOADED,
6,Holly "Haulin' Queen" Hayes,Sherlock Shipping,73559118,$456.38,UNLOADED,
6,Doug "Dangerous Curve" Duncan,FedExpress,08491874,$159.76,UNLOADED,
6,Amber "Asphalt Angel" Anderson,Bigfoot Shipping,46510369,$74.01,UNLOADED,
7,Holly "Haulin' Queen" Hayes,Sherlock Shipping,53804854,$234.91,UNLOADED AND NO REPLACEMENT,
7,Doug "Dangerous Curve" Duncan,FedExpress,33404418,$202.31,UNLOADED,
7,Amber "Asphalt Angel" Anderson,Bigfoot Shipping,37332051,$161.80,UNLOADED,
8,Doug "Dangerous Curve" Duncan,FedExpress,04075452,$161.37,UNLOADED,
8,Amber "Asphalt Angel" Anderson,Bigfoot Shipping,31844817,$284.05,UNLOADED,
9,Doug "Dangerous Curve" Duncan,FedExpress,09715669,$442.38,UNLOADED,
9,Amber "Asphalt Angel" Anderson,Bigfoot Shipping,85930791,$299.60,UNLOADED,
10,Terry "Truckin' Terrier" Taylor,NinjaNest Express,55102302,$293.76,UNLOADED,
10,Doug "Dangerous Curve" Duncan,FedExpress,52277537,$154.17,UNLOADED,
10,Amber "Asphalt Angel" Anderson,Bigfoot Shipping,01072795,$309.12,UNLOADED,
11,Terry "Truckin' Terrier" Taylor,NinjaNest Express,15451297,$228.27,UNLOADED,
11,Doug "Dangerous Curve" Duncan,FedExpress,30743338,$433.07,UNLOADED,
11,Amber "Asphalt Angel" Anderson,Bigfoot Shipping,33583918,$472.99,UNLOADED,
11,Amber "Asphalt Angel" Anderson,TimeMachine Transport,46232005,$90.47,UNLOADED,
12,Terry "Truckin' Terrier" Taylor,NinjaNest Express,47608903,$294.38,UNLOADED,
12,Doug "Dangerous Curve" Duncan,FedExpress,51019206,$391.87,UNLOADED,
